Carla Interface.agents.Ego Vehicle_1.accelerations;Carla Interface.agents.Ego Vehicle_1.applied_input;Carla Interface.agents.Ego Vehicle_1.cruise_control_speed
[-3.054177761077881, -4.0731706619262695, -3.4255390346515924e-05];[-0.008782418444752693, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.0680508613586426, -4.05192756652832, 6.735612259944901e-05];[-0.00861428678035736, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.0573248863220215, -4.0526604652404785, -0.00014109277981333435];[-0.008297803811728954, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.057147741317749, -4.04653263092041, 2.885396679630503e-05];[-0.00808022078126669, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.057516574859619, -4.0399627685546875, 3.472827665973455e-05];[-0.007862638682126999, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.04777193069458, -4.039970874786377, 3.12900374410674e-05];[-0.0075164842419326305, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.04777193069458, -4.039970874786377, 3.12900374410674e-05];[-0.0075164842419326305, 0.0, 0.0, 0.0, 1.0];1.388.888.931.274.410
[-3.0098166465759277, -3.9680917263031006, 5.3205236326903105e-05];[-0.007298901677131653, 0.0, 0.0, 0.0, 0.9041438698768616];1.388.888.931.274.410
[-2.743014097213745, -3.5004162788391113, 9.790769399842247e-05];[-0.007071429397910833, 0.0, 0.0, 0.0, 0.739357054233551];1.388.888.931.274.410
[-2.374451160430908, -2.936434268951416, 1.6454745491500944e-05];[-0.006735165137797594, 0.0, 0.0, 0.0, 0.380013644695282];1.388.888.931.274.410
[-1.7561562061309814, -1.9550466537475586, -9.745762326929253e-06];[-0.006517583038657904, 0.0, 0.0, 0.0, 0.1873655617237091];1.388.888.931.274.410
[-1.7561562061309814, -1.9550466537475586, -9.745762326929253e-06];[-0.006517583038657904, 0.0, 0.0, 0.0, 0.1873655617237091];1.388.888.931.274.410
[-0.8620166778564453, -0.5445563197135925, 1.53851378854597e-05];[-0.006300000473856926, 0.0, 0.0, 0.014978257939219475, 0.0];1.388.888.931.274.410
[0.2327028214931488, 1.1325538158416748, 0.00013620723620988429];[-0.005953846964985132, 0.0, 0.0, 0.20755040645599365, 0.0];1.388.888.931.274.410
[1.6758357286453247, 3.364924192428589, 0.000106677834992297];[-0.005706594325602055, 0.0, 0.0, 0.15918970108032227, 0.0];1.388.888.931.274.410
[2.0128228664398193, 3.8329694271087646, -2.1693452367799182e-07];[-0.005301099270582199, 0.0, 0.0, 0.0, 0.08506298810243607];1.388.888.931.274.410
[2.0128228664398193, 3.8329694271087646, -2.1693452367799182e-07];[-0.005301099270582199, 0.0, 0.0, 0.0, 0.08506298810243607];1.388.888.931.274.410
[2.0379128456115723, 3.8490962982177734, 3.7940266338409856e-05];[-0.005034066736698151, 0.0, 0.0, 0.0, 0.5112385749816895];1.388.888.931.274.410
[1.8440495729446411, 3.5288445949554443, -9.178702748613432e-05];[-0.004776923451572657, 0.0, 0.0, 0.0, 0.6602790951728821];1.388.888.931.274.410
[1.4768131971359253, 2.918186664581299, -0.00016609847079962492];[-0.004391209222376347, 0.0, 0.0, 0.0, 0.753926157951355];1.388.888.931.274.410
[0.9522536993026733, 2.089430093765259, -7.765130430925637e-05];[-0.004143956582993269, 0.0, 0.0, 0.0, 0.7940463423728943];1.388.888.931.274.410
[0.9522536993026733, 2.089430093765259, -7.765130430925637e-05];[-0.004143956582993269, 0.0, 0.0, 0.0, 0.7940463423728943];1.388.888.931.274.410
[0.3441266715526581, 1.1286593675613403, -8.675570279592648e-05];[-0.003906593658030033, 0.0, 0.0, 0.0, 0.7725743651390076];1.388.888.931.274.410
[-0.7118539810180664, -0.564213216304779, 7.699029993091244e-06];[-0.003520879428833723, 0.0, 0.0, 0.0, 0.6976293921470642];1.388.888.931.274.410
[-0.8395684957504272, -0.7971255779266357, -1.1717744200723246e-05];[-0.0032835169695317745, 0.0, 0.0, 0.0, 0.6396973133087158];1.388.888.931.274.410
[-0.8383625745773315, -0.8302164077758789, -7.972291496116668e-05];[-0.0030362640973180532, 0.0, 0.0, 0.0, 0.6268567442893982];1.388.888.931.274.410
[-0.8383625745773315, -0.8302164077758789, -7.972291496116668e-05];[-0.0030362640973180532, 0.0, 0.0, 0.0, 0.6268567442893982];1.388.888.931.274.410
[-0.7826635837554932, -0.796383261680603, 9.479573054704815e-05];[-0.002680219942703843, 0.0, 0.0, 0.0, 0.5910224914550781];1.388.888.931.274.410
[-0.6716313362121582, -0.6553061604499817, -1.7974878574023023e-05];[-0.0024230771232396364, 0.0, 0.0, 0.0, 0.5479646325111389];1.388.888.931.274.410
[-0.49212294816970825, -0.43452316522598267, 8.77162347023841e-06];[-0.002017582766711712, 0.0, 0.0, 0.0, 0.49882107973098755];1.388.888.931.274.410
[-0.1748880296945572, 0.032754380255937576, -0.00011115283996332437];[-0.0017406594706699252, 0.0, 0.0, 0.0, 0.449494332075119];1.388.888.931.274.410
[-0.1748880296945572, 0.032754380255937576, -0.00011115283996332437];[-0.0017406594706699252, 0.0, 0.0, 0.0, 0.449494332075119];1.388.888.931.274.410
[0.0461542010307312, 0.3363730311393738, 2.411013701930642e-05];[-0.0014736264711245894, 0.0, 0.0, 0.0, 0.38831764459609985];1.388.888.931.274.410
[0.2621277868747711, 0.6098970770835876, -2.5801416995818727e-05];[-0.0010780220618471503, 0.0, 0.0, 0.0, 0.41477254033088684];1.388.888.931.274.410
[0.32586556673049927, 0.6846805214881897, 2.859379856090527e-05];[-0.0008505495497956872, 0.0, 0.0, 0.0, 0.46914517879486084];1.388.888.931.274.410
[0.2702432870864868, 0.5839276909828186, 2.077648059639614e-05];[-0.000672527530696243, 0.0, 0.0, 0.0, 0.5037789940834045];1.388.888.931.274.410
[0.18428602814674377, 0.4337126314640045, 0.00011156318942084908];[-0.0004945055698044598, 0.0, 0.0, 0.0, 0.5135579109191895];1.388.888.931.274.410
[0.18428602814674377, 0.4337126314640045, 0.00011156318942084908];[-0.0004945055698044598, 0.0, 0.0, 0.0, 0.5135579109191895];1.388.888.931.274.410
[0.06359902024269104, 0.25290563702583313, -3.512897455948405e-05];[-0.0004351648676674813, 0.0, 0.0, 0.0, 0.5118066072463989];1.388.888.931.274.410
[0.033897917717695236, 0.2097339928150177, 5.788584167021327e-05];[-0.00045494508231058717, 0.0, 0.0, 0.0, 0.5095818042755127];1.388.888.931.274.410
[0.014383255504071712, 0.18487849831581116, 1.889003578980919e-05];[-0.0005142858135513961, 0.0, 0.0, 0.0, 0.5115517377853394];1.388.888.931.274.410
[-0.0019295429810881615, 0.16126690804958344, -5.745322778238915e-05];[-0.0005736264283768833, 0.0, 0.0, 0.0, 0.514271080493927];1.388.888.931.274.410
[-0.0019295429810881615, 0.16126690804958344, -5.745322778238915e-05];[-0.0005736264283768833, 0.0, 0.0, 0.0, 0.514271080493927];1.388.888.931.274.410
[-0.02299422398209572, 0.1411193162202835, 9.376029993291013e-06];[-0.0007120880181901157, 0.0, 0.0, 0.0, 0.5163259506225586];1.388.888.931.274.410
[-0.03630237653851509, 0.11934912204742432, 4.572015313897282e-05];[-0.0007912088767625391, 0.0, 0.0, 0.0, 0.5180407762527466];1.388.888.931.274.410
[-0.04841607064008713, 0.08227511495351791, -1.4813576854066923e-05];[-0.0008604396716691554, 0.0, 0.0, 0.0, 0.5189111828804016];1.388.888.931.274.410
[-0.05059988796710968, 0.07071738690137863, -2.88622104562819e-05];[-0.0008802198572084308, 0.0, 0.0, 0.0, 0.5194323658943176];1.388.888.931.274.410
[-0.05059988796710968, 0.07071738690137863, -2.88622104562819e-05];[-0.0008802198572084308, 0.0, 0.0, 0.0, 0.5194323658943176];1.388.888.931.274.410
[-0.04986150190234184, 0.060072559863328934, 1.7052831026376225e-05];[-0.0008703297353349626, 0.0, 0.0, 0.0, 0.5195236206054688];1.388.888.931.274.410
[-0.044781189411878586, 0.049775686115026474, 9.945956662704702e-06];[-0.0008109891205094755, 0.0, 0.0, 0.0, 0.5194067358970642];1.388.888.931.274.410
[-0.042822614312171936, 0.04546651989221573, -1.0834974091267213e-05];[-0.0007912088767625391, 0.0, 0.0, 0.0, 0.5188750624656677];1.388.888.931.274.410
[-0.04255906492471695, 0.04452723637223244, 0.00010305683827027678];[-0.0008010989986360073, 0.0, 0.0, 0.0, 0.5189076662063599];1.388.888.931.274.410
[-0.04255906492471695, 0.04452723637223244, 0.00010305683827027678];[-0.0008010989986360073, 0.0, 0.0, 0.0, 0.5189076662063599];1.388.888.931.274.410
[-0.04435227811336517, 0.04260612651705742, 2.0952304112142883e-05];[-0.00084065948612988, 0.0, 0.0, 0.0, 0.5192933678627014];1.388.888.931.274.410
[-0.04656729847192764, 0.04153529927134514, 4.2854007915593684e-05];[-0.0008703297353349626, 0.0, 0.0, 0.0, 0.5200762748718262];1.388.888.931.274.410
[-0.04864167422056198, 0.038590338081121445, -5.1634106057463214e-05];[-0.0008901099790818989, 0.0, 0.0, 0.0, 0.5204764008522034];1.388.888.931.274.410
[-0.053933560848236084, 0.03777498006820679, -8.379470273212064e-06];[-0.000949450652115047, 0.0, 0.0, 0.0, 0.5206354260444641];1.388.888.931.274.410
[-0.053933560848236084, 0.03777498006820679, -8.379470273212064e-06];[-0.000949450652115047, 0.0, 0.0, 0.0, 0.5206354260444641];1.388.888.931.274.410
[-0.056856028735637665, 0.03581679239869118, -2.754932029347401e-05];[-0.0009890111396089196, 0.0, 0.0, 0.0, 0.521079421043396];1.388.888.931.274.410
[-0.05973758175969124, 0.033921342343091965, -7.547048153355718e-05];[-0.0010285716271027923, 0.0, 0.0, 0.0, 0.5211736559867859];1.388.888.931.274.410
[-0.0613783560693264, 0.0301947221159935, 9.361004777019843e-05];[-0.0010681318817660213, 0.0, 0.0, 0.0, 0.5211780667304993];1.388.888.931.274.410
[-0.06246021389961243, 0.03076080232858658, -0.0001094253602786921];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.520653486251831];1.388.888.931.274.410
[-0.06246021389961243, 0.03076080232858658, -0.0001094253602786921];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.520653486251831];1.388.888.931.274.410
[-0.06215825304389, 0.03205699101090431, -2.4019684133236296e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.5204897522926331];1.388.888.931.274.410
[-0.0602104514837265, 0.03253477066755295, 3.739107705769129e-05];[-0.001117582549341023, 0.0, 0.0, 0.0, 0.5202761888504028];1.388.888.931.274.410
[-0.057088349014520645, 0.032852523028850555, -5.453278390632477e-06];[-0.0010978023055940866, 0.0, 0.0, 0.0, 0.5199291110038757];1.388.888.931.274.410
[-0.05254313722252846, 0.03290756419301033, 6.755370122846216e-06];[-0.0010582419345155358, 0.0, 0.0, 0.0, 0.5195456743240356];1.388.888.931.274.410
[-0.048763275146484375, 0.036302726715803146, 2.9826973332092166e-05];[-0.0010285716271027923, 0.0, 0.0, 0.0, 0.5191155672073364];1.388.888.931.274.410
[-0.048763275146484375, 0.036302726715803146, 2.9826973332092166e-05];[-0.0010285716271027923, 0.0, 0.0, 0.0, 0.5191155672073364];1.388.888.931.274.410
[-0.04772207885980606, 0.03840305656194687, -9.036625124281272e-05];[-0.0010186814470216632, 0.0, 0.0, 0.0, 0.5191603899002075];1.388.888.931.274.410
[-0.04477102309465408, 0.037879880517721176, 0.00014123661094345152];[-0.0009791209595277905, 0.0, 0.0, 0.0, 0.519401490688324];1.388.888.931.274.410
[-0.04051908105611801, 0.035309482365846634, -7.813805859768763e-05];[-0.0009098901646211743, 0.0, 0.0, 0.0, 0.5193772315979004];1.388.888.931.274.410
[-0.031967099756002426, 0.030252639204263687, -4.341256953921402e-07];[-0.000781318754889071, 0.0, 0.0, 0.0, 0.5191383957862854];1.388.888.931.274.410
[-0.031967099756002426, 0.030252639204263687, -4.341256953921402e-07];[-0.000781318754889071, 0.0, 0.0, 0.0, 0.5191383957862854];1.388.888.931.274.410
[-0.027806520462036133, 0.032788701355457306, -0.00013476438471116126];[-0.000672527530696243, 0.0, 0.0, 0.0, 0.5184198617935181];1.388.888.931.274.410
[-0.016673903912305832, 0.02811172790825367, 0.0002083546423818916];[-0.0005142858135513961, 0.0, 0.0, 0.0, 0.5181186199188232];1.388.888.931.274.410
[0.0021645871456712484, 0.017916781827807426, -0.0001969414297491312];[-0.00023736266302876174, 0.0, 0.0, 0.0, 0.518477201461792];1.388.888.931.274.410
[0.0021645871456712484, 0.017916781827807426, -0.0001969414297491312];[-0.00023736266302876174, 0.0, 0.0, 0.0, 0.518477201461792];1.388.888.931.274.410
[0.013520561158657074, 0.011952345259487629, 0.00014833365275990218];[-1.978022191906348e-05, 0.0, 0.0, 0.0, 0.5175527334213257];1.388.888.931.274.410
[0.03782610967755318, -0.001053163199685514, -0.00012527326180133969];[0.00036593410186469555, 0.0, 0.0, 0.0, 0.518140435218811];1.388.888.931.274.410
[0.047336723655462265, -0.011580591090023518, 1.2467357009882107e-05];[0.0006428572232834995, 0.0, 0.0, 0.0, 0.5207685828208923];1.388.888.931.274.410
[0.03764070197939873, -0.030543241649866104, -3.537489828886464e-05];[0.000949450652115047, 0.0, 0.0, 0.0, 0.5224102139472961];1.388.888.931.274.410
[0.03764070197939873, -0.030543241649866104, -3.537489828886464e-05];[0.000949450652115047, 0.0, 0.0, 0.0, 0.5224102139472961];1.388.888.931.274.410
[0.060352567583322525, -0.0537092387676239, 6.556293374160305e-05];[0.0013747254852205515, 0.0, 0.0, 0.0, 0.5224162340164185];1.388.888.931.274.410
[0.06318941712379456, -0.06584443897008896, 5.003294791094959e-05];[0.0016021979972720146, 0.0, 0.0, 0.0, 0.5252593159675598];1.388.888.931.274.410
[0.0632067546248436, -0.08063395321369171, -3.0517148843500763e-05];[0.0018098902655765414, 0.0, 0.0, 0.0, 0.5255934596061707];1.388.888.931.274.410
[0.05318097025156021, -0.08449495583772659, -7.62765057515935e-06];[0.001849450753070414, 0.0, 0.0, 0.0, 0.525654673576355];1.388.888.931.274.410
[0.04367220401763916, -0.08043831586837769, 3.541366822901182e-05];[0.0018296705093234777, 0.0, 0.0, 0.0, 0.5238766670227051];1.388.888.931.274.410
[0.04367220401763916, -0.08043831586837769, 3.541366822901182e-05];[0.0018296705093234777, 0.0, 0.0, 0.0, 0.5238766670227051];1.388.888.931.274.410
[0.03554031252861023, -0.07040083408355713, -8.751665882300586e-05];[0.0017010990995913744, 0.0, 0.0, 0.0, 0.5220662951469421];1.388.888.931.274.410
[0.03609568998217583, -0.0556376688182354, 0.0001137177023338154];[0.0015824177535250783, 0.0, 0.0, 0.0, 0.5177620649337769];1.388.888.931.274.410
[0.038454778492450714, -0.03192150965332985, -3.255756382714026e-05];[0.001404395792633295, 0.0, 0.0, 0.0, 0.5156181454658508];1.388.888.931.274.410
[0.03277738019824028, -0.0029482298996299505, -5.52751989744138e-05];[0.0010978023055940866, 0.0, 0.0, 0.0, 0.5137949585914612];1.388.888.931.274.410
[0.03277738019824028, -0.0029482298996299505, -5.52751989744138e-05];[0.0010978023055940866, 0.0, 0.0, 0.0, 0.5137949585914612];1.388.888.931.274.410
[0.037253230810165405, 0.017398716881871223, -8.469776366837323e-05];[0.0008901099790818989, 0.0, 0.0, 0.0, 0.5125995874404907];1.388.888.931.274.410
[0.037324246019124985, 0.03299523517489433, 5.836167110828683e-05];[0.0006626374088227749, 0.0, 0.0, 0.0, 0.5146220326423645];1.388.888.931.274.410
[0.02347419783473015, 0.04434248432517052, -3.740473766811192e-05];[0.00023736266302876174, 0.0, 0.0, 0.0, 0.5170880556106567];1.388.888.931.274.410
[0.0033000174444168806, 0.044264234602451324, -8.359406820090953e-06];[-8.901100227376446e-05, 0.0, 0.0, 0.0, 0.52048659324646];1.388.888.931.274.410
[0.0033000174444168806, 0.044264234602451324, -8.359406820090953e-06];[-8.901100227376446e-05, 0.0, 0.0, 0.0, 0.52048659324646];1.388.888.931.274.410
[-0.03433019295334816, 0.049690645188093185, 5.8751378674060106e-05];[-0.000613186857663095, 0.0, 0.0, 0.0, 0.5211705565452576];1.388.888.931.274.410
[-0.05241145193576813, 0.042995307594537735, -0.0001304181496379897];[-0.0009395605302415788, 0.0, 0.0, 0.0, 0.5235468149185181];1.388.888.931.274.410
[-0.07056740671396255, 0.03521896153688431, 1.1436747627158184e-05];[-0.0012461539590731263, 0.0, 0.0, 0.0, 0.5245229601860046];1.388.888.931.274.410
[-0.08801519870758057, 0.0164077989757061, -4.8834201152203605e-05];[-0.0016615387285128236, 0.0, 0.0, 0.0, 0.5253245830535889];1.388.888.931.274.410
[-0.08801519870758057, 0.0164077989757061, -4.8834201152203605e-05];[-0.0016615387285128236, 0.0, 0.0, 0.0, 0.5253245830535889];1.388.888.931.274.410
[-0.1025162860751152, 0.014748704619705677, -1.0868899153138045e-05];[-0.001898901304230094, 0.0, 0.0, 0.0, 0.5269482135772705];1.388.888.931.274.410
[-0.11551907658576965, 0.01579674333333969, 0.00011566161265363917];[-0.002126373816281557, 0.0, 0.0, 0.0, 0.5243813395500183];1.388.888.931.274.410
[-0.13216984272003174, 0.029729722067713737, -3.418674896238372e-05];[-0.00245274743065238, 0.0, 0.0, 0.0, 0.5240201950073242];1.388.888.931.274.410
[-0.1339467614889145, 0.03372387960553169, -6.468289211625233e-05];[-0.0026010992005467415, 0.0, 0.0, 0.0, 0.5243013501167297];1.388.888.931.274.410
[-0.1339467614889145, 0.03372387960553169, -6.468289211625233e-05];[-0.0026010992005467415, 0.0, 0.0, 0.0, 0.5243013501167297];1.388.888.931.274.410
[-0.13076424598693848, 0.034400466829538345, -1.6774287360021845e-05];[-0.0026604398153722286, 0.0, 0.0, 0.0, 0.5230619311332703];1.388.888.931.274.410
[-0.11481352150440216, 0.04253968596458435, 7.198494131444022e-06];[-0.002620879327878356, 0.0, 0.0, 0.0, 0.521319568157196];1.388.888.931.274.410
[-0.10182822495698929, 0.04429357126355171, 3.587643732316792e-05];[-0.0025021980982273817, 0.0, 0.0, 0.0, 0.5191329717636108];1.388.888.931.274.410
[-0.0768091082572937, 0.04548748955130577, -5.6288004998350516e-05];[-0.002235165098682046, 0.0, 0.0, 0.0, 0.5161754488945007];1.388.888.931.274.410
[-0.05381087586283684, 0.05378853902220726, 2.4566627416788833e-06];[-0.0019780222792178392, 0.0, 0.0, 0.0, 0.5138505101203918];1.388.888.931.274.410
[-0.05381087586283684, 0.05378853902220726, 2.4566627416788833e-06];[-0.0019780222792178392, 0.0, 0.0, 0.0, 0.5138505101203918];1.388.888.931.274.410
[-0.030164822936058044, 0.06058838590979576, 1.5092191461008042e-05];[-0.00168131897225976, 0.0, 0.0, 0.0, 0.5130228996276855];1.388.888.931.274.410
[0.00314559624530375, 0.0554618276655674, 2.7108073481940664e-05];[-0.0011967034079134464, 0.0, 0.0, 0.0, 0.5133106112480164];1.388.888.931.274.410
[0.0026567489840090275, 0.06980393081903458, -5.141658220964018e-06];[-0.0008703297353349626, 0.0, 0.0, 0.0, 0.5137580037117004];1.388.888.931.274.410
[0.01827961578965187, 0.0588599294424057, 5.737768515245989e-05];[-0.0005241758772172034, 0.0, 0.0, 0.0, 0.5158443450927734];1.388.888.931.274.410
[0.01827961578965187, 0.0588599294424057, 5.737768515245989e-05];[-0.0005241758772172034, 0.0, 0.0, 0.0, 0.5158443450927734];1.388.888.931.274.410
[0.03909458592534065, 0.03187648206949234, -6.508323713205755e-05];[-1.978022191906348e-05, 0.0, 0.0, 0.0, 0.5201085805892944];1.388.888.931.274.410
[0.03685251995921135, 0.012100168503820896, 7.219821418402717e-05];[0.0002769230923149735, 0.0, 0.0, 0.0, 0.5206397175788879];1.388.888.931.274.410
[0.04367223009467125, -0.0072821928188204765, 6.946837675059214e-05];[0.0006329671014100313, 0.0, 0.0, 0.0, 0.5204584002494812];1.388.888.931.274.410
[0.03613806888461113, -0.013764854520559311, -0.0001418993779225275];[0.0007912088767625391, 0.0, 0.0, 0.0, 0.5216205716133118];1.388.888.931.274.410
[0.03613806888461113, -0.013764854520559311, -0.0001418993779225275];[0.0007912088767625391, 0.0, 0.0, 0.0, 0.5216205716133118];1.388.888.931.274.410
[0.016081873327493668, -0.016490917652845383, 5.381766823120415e-05];[0.0008703297353349626, 0.0, 0.0, 0.0, 0.5213416218757629];1.388.888.931.274.410
[0.011882834136486053, -0.016190091148018837, 1.4717217709403485e-05];[0.0008802198572084308, 0.0, 0.0, 0.0, 0.5206440091133118];1.388.888.931.274.410
[0.010312085971236229, -0.012037781067192554, -8.922460256144404e-05];[0.0008604396716691554, 0.0, 0.0, 0.0, 0.519083559513092];1.388.888.931.274.410
[0.010360886342823505, -0.005072964821010828, -4.922128209727816e-05];[0.0008109891205094755, 0.0, 0.0, 0.0, 0.5185114145278931];1.388.888.931.274.410
[0.010360886342823505, -0.005072964821010828, -4.922128209727816e-05];[0.0008109891205094755, 0.0, 0.0, 0.0, 0.5185114145278931];1.388.888.931.274.410
[0.012684534303843975, 8.62893502926454e-05, 3.60231424565427e-05];[0.0007714286912232637, 0.0, 0.0, 0.0, 0.5181285738945007];1.388.888.931.274.410
[0.01843956485390663, 0.0011632435489445925, 4.351071402197704e-05];[0.0007714286912232637, 0.0, 0.0, 0.0, 0.5184771418571472];1.388.888.931.274.410
[0.02871142141520977, -0.007183432579040527, 0.00010172071779379621];[0.00084065948612988, 0.0, 0.0, 0.0, 0.5194252729415894];1.388.888.931.274.410
[0.03402051702141762, -0.014121724292635918, -0.00012430493370629847];[0.0009000001009553671, 0.0, 0.0, 0.0, 0.5207541584968567];1.388.888.931.274.410
[0.03402051702141762, -0.014121724292635918, -0.00012430493370629847];[0.0009000001009553671, 0.0, 0.0, 0.0, 0.5207541584968567];1.388.888.931.274.410
[0.037723515182733536, -0.025035083293914795, 3.13983291562181e-05];[0.0009791209595277905, 0.0, 0.0, 0.0, 0.5222081542015076];1.388.888.931.274.410
[0.037935834378004074, -0.03570431470870972, 8.79667823028285e-06];[0.0010384616907685995, 0.0, 0.0, 0.0, 0.5230463743209839];1.388.888.931.274.410
[0.03398456797003746, -0.04299122840166092, 9.672309715824667e-06];[0.0010483517544344068, 0.0, 0.0, 0.0, 0.5234293937683105];1.388.888.931.274.410
[0.030259735882282257, -0.047706037759780884, -2.8588041459443048e-05];[0.0010384616907685995, 0.0, 0.0, 0.0, 0.5231265425682068];1.388.888.931.274.410
[0.030259735882282257, -0.047706037759780884, -2.8588041459443048e-05];[0.0010384616907685995, 0.0, 0.0, 0.0, 0.5231265425682068];1.388.888.931.274.410
[0.027761900797486305, -0.04862753301858902, 0.00017615148681215942];[0.0009890111396089196, 0.0, 0.0, 0.0, 0.5224997401237488];1.388.888.931.274.410
[0.02428828738629818, -0.04349830374121666, 2.080795184156159e-06];[0.0009098901646211743, 0.0, 0.0, 0.0, 0.520788848400116];1.388.888.931.274.410
[0.021654348820447922, -0.03275744244456291, -6.489182123914361e-05];[0.0007912088767625391, 0.0, 0.0, 0.0, 0.5193809270858765];1.388.888.931.274.410
[0.023189248517155647, -0.021800031885504723, -2.543150185374543e-05];[0.0006923077744431794, 0.0, 0.0, 0.0, 0.5178241729736328];1.388.888.931.274.410
[0.023189248517155647, -0.021800031885504723, -2.543150185374543e-05];[0.0006923077744431794, 0.0, 0.0, 0.0, 0.5178241729736328];1.388.888.931.274.410
[0.02444811351597309, -0.00890195183455944, 5.568683263845742e-05];[0.0005736264283768833, 0.0, 0.0, 0.0, 0.5168967843055725];1.388.888.931.274.410
[0.02228320762515068, 0.004524942487478256, -0.00011973132495768368];[0.0004153846821282059, 0.0, 0.0, 0.0, 0.5165150761604309];1.388.888.931.274.410
[0.02346472442150116, 0.012388342060148716, 5.311964559950866e-05];[0.0003065934288315475, 0.0, 0.0, 0.0, 0.5167238712310791];1.388.888.931.274.410
